date,open,high,low,close,volume,adjclose,sma_10,sma_20,ema_10,ema_20,ticker
2018-01-31,170.16000366210938,180.10000610351562,164.6999969482422,167.42999267578125,659679400,161.68931579589844,,,,,AAPL
2018-02-28,167.1699981689453,180.6199951171875,150.24000549316406,178.1199951171875,927894300,172.714111328125,,,,,AAPL
2018-03-31,178.5399932861328,183.5,164.94000244140625,167.77999877929688,713727700,162.68792724609375,,,,,AAPL
2018-04-30,166.63999938964844,178.94000244140625,160.6300048828125,165.25999450683594,666154300,160.24440002441406,,,,,AAPL
2018-05-31,166.41000366210938,190.3699951171875,165.27000427246094,186.8699951171875,620976300,181.89724731445312,,,,,AAPL
2018-06-30,187.9900054931641,194.1999969482422,180.72999572753903,185.1100006103516,527624500,180.18408203125,,,,,AAPL
2018-07-31,183.82000732421875,195.9600067138672,183.4199981689453,190.2899932861328,393691400,185.2262420654297,,,,,AAPL
2018-08-31,199.1300048828125,228.8699951171875,197.30999755859372,227.6300048828125,700318900,222.3496856689453,,,,,AAPL
2018-09-30,228.41000366210932,229.6699981689453,215.3000030517578,225.7400054931641,678972000,220.5035400390625,,,,,AAPL
2018-10-31,227.9499969482422,233.47000122070312,206.08999633789065,218.8600006103516,789748500,213.78314208984372,191.30899810791016,,196.31827129017225,,AAPL
2018-11-30,219.0500030517578,222.3600006103516,170.25999450683594,178.5800018310547,961326400,175.04615783691406,192.4239990234375,,193.0931313885145,,AAPL
2018-12-31,184.4600067138672,184.94000244140625,146.58999633789062,157.74000549316406,898922500,154.61854553222656,190.38600006103516,,186.66529031663262,,AAPL
2019-01-31,154.88999938964844,169.0,142.0,166.44000244140625,828087400,163.1463623046875,190.2520004272461,,182.98796524840964,,AAPL
2019-02-28,166.9600067138672,175.8699951171875,165.92999267578125,173.14999389648438,472540600,170.45150756835938,191.04100036621094,,181.19924318442324,,AAPL
2019-03-31,174.27999877929688,197.69000244140625,169.5,189.9499969482422,650981400,186.98968505859372,191.3490005493164,,182.79028932329942,,AAPL
2019-04-30,191.63999938964844,208.47999572753903,188.3800048828125,200.6699981689453,506117700,197.5426177978516,192.90500030517578,,186.04114547705322,,AAPL
2019-05-31,209.8800048828125,215.30999755859372,174.99000549316406,175.07000732421875,739456600,173.00527954101562,191.38300170898438,,184.04639308562878,,AAPL
2019-06-30,175.60000610351562,201.57000732421875,170.27000427246094,197.9199981689453,515187300,195.5857696533203,188.41200103759766,,186.56886673714087,,AAPL
2019-07-31,203.1699981689453,221.3699951171875,198.41000366210932,213.0399932861328,473957000,210.5274658203125,187.14199981689453,,191.38179883695759,,AAPL
2019-08-31,213.8999938964844,218.02999877929688,192.5800018310547,208.7400054931641,681074600,207.0619201660156,186.13000030517577,188.71949920654296,194.53783641081333,190.62621409098307,AAPL
2019-09-30,206.42999267578125,226.4199981689453,204.22000122070312,223.97000122070312,542567100,222.1694793701172,190.66900024414062,191.54649963378907,199.88913910352056,193.8018128652421,AAPL
2019-10-31,225.07000732421875,249.75,215.1300048828125,248.7599945068359,608302700,246.76019287109372,199.7709991455078,195.0784996032715,208.77474917685063,199.03592540253675,AAPL
2019-11-30,249.5399932861328,268.0,249.16000366210932,267.25,448331500,265.8974609375,209.85199890136718,200.05199966430663,219.4066129628778,205.53250393562848,AAPL
2019-12-31,267.2699890136719,293.9700012207031,256.2900085449219,293.6499938964844,597198700,292.163818359375,221.9019989013672,206.47149963378905,232.9054094962608,213.92464583666236,AAPL
