date,open,high,low,close,volume,adjclose,sma_10,sma_20,ema_10,ema_20,ticker
2018-01-31,10.420000076293944,13.850000381469728,10.34000015258789,13.739999771118164,1335288900,13.739999771118164,,,,,AMD
2018-02-28,13.619999885559082,13.84000015258789,10.630000114440918,12.109999656677246,1103985800,12.109999656677246,,,,,AMD
2018-03-31,12.260000228881836,12.81999969482422,9.789999961853027,10.050000190734863,1483511900,10.050000190734863,,,,,AMD
2018-04-30,9.989999771118164,11.359999656677246,9.039999961853027,10.880000114440918,1163360900,10.880000114440918,,,,,AMD
2018-05-31,10.829999923706056,13.949999809265137,10.770000457763672,13.729999542236328,1020602700,13.729999542236328,,,,,AMD
2018-06-30,13.979999542236328,17.34000015258789,13.920000076293944,14.989999771118164,1632781900,14.989999771118164,,,,,AMD
2018-07-31,14.800000190734863,20.18000030517578,14.739999771118164,18.32999992370605,1456419400,18.32999992370605,,,,,AMD
2018-08-31,18.34000015258789,27.299999237060547,18.0,25.170000076293945,2201119100,25.170000076293945,,,,,AMD
2018-09-30,25.6200008392334,34.13999938964844,25.56999969482422,30.88999938964844,3063055900,30.88999938964844,,,,,AMD
2018-10-31,30.690000534057617,31.90999984741211,16.170000076293945,18.209999084472656,2655213100,18.209999084472656,16.80999975204468,,17.064545085213403,,AMD
2018-11-30,18.40999984741211,22.21999931335449,17.18000030517578,21.299999237060547,2140346900,21.299999237060547,17.565999698638915,,17.83462765827652,,AMD
2018-12-31,22.479999542236328,23.75,16.030000686645508,18.459999084472656,1981674300,18.459999084472656,18.200999641418456,,17.948331553948545,,AMD
2019-01-31,18.010000228881836,25.13999938964844,16.940000534057617,24.40999984741211,2311913200,24.40999984741211,19.63699960708618,,19.123180334578283,,AMD
2019-02-28,24.61000061035156,25.520000457763672,22.270000457763672,23.530000686645508,1301360800,23.530000686645508,20.90199966430664,,19.924420398590506,,AMD
2019-03-31,23.96999931335449,28.11000061035156,21.040000915527344,25.520000457763672,1499160400,25.520000457763672,22.080999755859374,,20.941798591167444,,AMD
2019-04-30,26.420000076293945,29.950000762939453,25.82999992370605,27.6299991607666,1275793800,27.6299991607666,23.344999694824217,,22.15783505836729,,AMD
2019-05-31,28.950000762939453,29.670000076293945,26.030000686645508,27.40999984741211,1675142900,27.40999984741211,24.252999687194823,,23.112774110920892,,AMD
2019-06-30,28.75,34.29999923706055,27.290000915527344,30.3700008392334,1578306600,30.3700008392334,24.77299976348877,,24.432269879704982,,AMD
2019-07-31,31.790000915527344,34.86000061035156,30.100000381469727,30.450000762939453,1155856000,30.450000762939453,24.728999900817872,,25.526402767565795,,AMD
2019-08-31,30.5,35.54999923706055,27.649999618530277,31.450000762939453,1645672800,31.450000762939453,26.053000068664552,21.431499910354614,26.60342058490646,22.385642848696026,AMD
2019-09-30,30.82999992370605,32.04999923706055,28.350000381469727,28.989999771118164,1012749700,28.989999771118164,26.822000122070314,22.193999910354613,27.03734407330859,23.01462922226004,AMD
2019-10-31,29.049999237060547,34.34000015258789,27.43000030517578,33.93000030517578,1067281800,33.93000030517578,28.369000244140626,23.284999942779542,28.29055429728444,24.054188373013922,AMD
2019-11-30,34.369998931884766,41.790000915527344,34.099998474121094,39.150001525878906,1202279900,39.150001525878906,29.843000411987305,24.740000009536743,30.26499924793798,25.49188486376297,AMD
2019-12-31,39.31999969482422,47.310001373291016,37.150001525878906,45.86000061035156,982440800,45.86000061035156,32.07600040435791,26.489000034332275,33.100454041104086,27.43170541105712,AMD
