date,open,high,low,close,volume,adjclose,sma_10,sma_20,ema_10,ema_20,ticker
2018-01-31,38.66999816894531,42.97999954223633,38.43000030517578,41.540000915527344,504812100,38.84292221069336,,,,,CSCO
2018-02-28,41.09000015258789,45.88999938964844,37.34999847412109,44.77999877929688,703752400,41.872554779052734,,,,,CSCO
2018-03-31,44.68000030517578,46.15999984741211,41.58000183105469,42.88999938964844,597830400,40.10526657104492,,,,,CSCO
2018-04-30,42.52000045776367,45.34000015258789,40.18999862670898,44.290000915527344,491494900,41.7473030090332,,,,,CSCO
2018-05-31,43.90999984741211,46.369998931884766,42.52000045776367,42.709999084472656,500681500,40.25800323486328,,,,,CSCO
2018-06-30,42.90999984741211,44.810001373291016,41.810001373291016,43.02999877929688,463650000,40.55963516235352,,,,,CSCO
2018-07-31,42.560001373291016,43.83000183105469,40.93999862670898,42.290000915527344,450479900,40.172813415527344,,,,,CSCO
2018-08-31,41.9900016784668,47.83000183105469,41.20000076293945,47.77000045776367,441384400,45.37846374511719,,,,,CSCO
2018-09-30,47.84000015258789,49.060001373291016,46.43999862670898,48.650001525878906,365543500,46.21440887451172,,,,,CSCO
2018-10-31,49.0,49.470001220703125,42.93999862670898,45.75,549746900,43.75341796875,44.37000007629395,,44.62090915333141,,CSCO
2018-11-30,45.66999816894531,48.43999862670898,44.08000183105469,47.869998931884766,526861100,45.78089141845703,45.00299987792969,,45.21165274943202,,CSCO
2018-12-31,48.31999969482422,49.13999938964844,40.25,43.33000183105469,606735800,41.43902587890625,44.85800018310547,,44.86953440063614,,CSCO
2019-01-31,42.27999877929688,47.380001068115234,40.959999084472656,47.290000915527344,442759300,45.57638931274414,45.29800033569336,,45.30961922152545,,CSCO
2019-02-28,47.369998931884766,51.959999084472656,46.29999923706055,51.77000045776367,426421600,49.89405059814453,46.04600028991699,,46.484233991750585,,CSCO
2019-03-31,52.0,54.22999954223633,50.5099983215332,53.9900016784668,432755900,52.03360748291016,47.1740005493164,,47.84891902569899,,CSCO
2019-04-30,54.47999954223633,57.52999877929688,54.38999938964844,55.95000076293945,349640500,54.26398849487305,48.46600074768067,,49.321842977924526,,CSCO
2019-05-31,56.0,56.83000183105469,51.060001373291016,52.02999877929688,514801500,50.46211242675781,49.44000053405762,,49.81423494181041,,CSCO
2019-06-30,52.04999923706055,58.150001525878906,51.4900016784668,54.72999954223633,535897200,53.080753326416016,50.13600044250488,,50.708010323706034,,CSCO
2019-07-31,55.2599983215332,58.2599983215332,54.22999954223633,55.400001525878906,325942200,54.06964874267578,50.811000442504884,,51.56109963319201,,CSCO
2019-08-31,55.84000015258789,56.88999938964844,46.0,46.810001373291016,509693100,45.6859245300293,50.91700057983398,47.643500328063965,50.69726358593728,47.564119475228445,CSCO
2019-09-30,46.630001068115234,50.29999923706055,46.20000076293945,49.40999984741211,369072000,48.22349166870117,51.07100067138672,48.037000274658205,50.46321563347816,47.7399176059126,CSCO
2019-10-31,49.650001525878906,49.869998931884766,45.54999923706055,47.5099983215332,403870500,46.72031784057617,51.48900032043457,48.17350025177002,49.926267031306345,47.7180205312098,CSCO
2019-11-30,46.84999847412109,48.97999954223633,44.43999862670898,45.310001373291016,437190200,44.556888580322266,51.29100036621094,48.29450035095215,49.08694600257628,47.48868537331278,CSCO
2019-12-31,45.25,48.369998931884766,43.400001525878906,47.959999084472656,424411900,47.162841796875,50.910000228881835,48.478000259399415,48.882046562921076,47.53357239342324,CSCO
